gene_name,TM_PC,TM_D14,TM_D21,TM_D28,TM_D42_D14P1
LOC111098286,0,0,0,0,0
ADGRB3,6,0,0,3,0
LOC119874294,0,0,0,0,0
LOC119881754,0,0,0,0,0
LOC119876908,2,0,0,0,6
SCRT1,9,0,0,0,0
KCTD8,0,0,0,13,0
LOC100685007,2,0,0,0,0
LOC106559685,0,0,0,1,0
LOC111091471,0,0,0,0,4
LOC111098933,4,0,0,0,2
LOC119869474,2,0,0,0,0
LOC119869388,0,0,0,5,0
LOC119869465,11,0,0,0,2
LOC119869412,11,0,0,2,0
LOC111090050,0,13,0,0,0
LOC119869668,4,0,0,0,0
NOBOX,7,0,0,0,3
LOC119869508,0,6,0,0,0
LOC119869575,4,0,0,6,0
ADAM18,3,0,0,0,0
LOC607480,8,1,0,0,0
POMC,0,0,0,0,0
GNLY,0,0,0,0,0
LOC119869783,0,0,0,0,0
ODF3,7,0,0,0,0
LOC111090806,0,0,0,0,0
LOC111090943,0,0,0,0,0
LOC111090946,9,0,0,2,0
LOC119864276,0,0,0,3,0
LOC119864442,1,0,0,5,0
LOC100682601,5,1,0,0,0
LOC102155223,0,7,0,1,0
LOC111091240,2,0,0,0,7
LOC119870022,0,0,0,5,0
PSPN,0,0,0,0,1
LOC106560129,0,0,0,0,3
LOC111091477,5,0,0,0,6
LOC102154708,0,0,0,4,0
LOC119865026,0,0,0,0,0
LOC106557580,0,0,0,0,1
LOC100685230,2,0,0,1,0
LOC100683103,0,2,0,7,0
LOC111091996,0,0,0,3,3
LOC106557644,0,0,0,0,2
LOC119865799,1,0,0,0,0
XKR7,0,0,0,5,0
TEX26,1,0,0,0,0
GJA3,3,0,0,2,0
LOC119865950,2,0,0,1,0
LOC111092411,0,0,0,5,0
LOC102157117,0,0,0,10,0
LOC111092328,4,0,0,0,0
NMUR1,1,0,0,0,0
LOC119866136,2,0,0,0,0
LOC119866232,0,0,0,0,0
LOC486692,0,0,0,0,0
LOC119866320,1,0,0,0,4
SYT10,0,0,0,0,0
LOC119866308,1,10,0,0,0
LOC119866496,1,0,0,2,0
LOC119866378,0,0,0,8,0
TLX1,13,0,0,0,0
LOC111093048,1,0,0,2,0
LOC102156401,3,0,0,0,4
LOC111092991,1,0,0,0,5
LOC106557946,0,0,0,0,0
LOC102156848,0,0,0,0,0
LOC102152572,0,0,0,5,0
LOC119870350,0,0,6,0,0
LOC111093356,0,1,0,4,0
DUOXA2,3,0,0,0,0
LOC442976,0,2,0,0,1
LOC119866923,5,0,0,0,0
LOC106558107,3,0,0,8,0
LOC111093428,10,0,0,0,0
LOC106558110,2,0,0,0,0
LOC106558132,2,2,1,0,1
LOC119867202,0,0,0,0,1
GIMD1,1,0,0,0,2
LOC119867167,1,0,0,0,0
LOC119867420,0,0,0,0,3
LOC100685074,0,3,0,3,0
LOC111090350,0,0,0,0,0
LOC119867635,0,0,0,0,0
LOC119867672,5,0,0,0,4
LOC111094308,5,0,0,0,0
LOC102156907,9,0,0,0,0
LOC111094390,0,13,0,0,0
LOC111094447,2,0,0,0,0
LOC106558376,8,0,0,0,0
LOC119868429,0,0,0,0,0
MIR221,0,0,0,0,0
LOC100687373,0,1,1,0,3
LOC106558455,0,0,0,2,0
-,2,0,0,0,7
-,0,0,0,0,0
-,2,0,0,0,2
-,0,0,0,0,0
LOC119870632,4,0,0,0,1
LOC111095255,8,0,0,0,2
LOC119870652,0,10,0,0,0
LOC102151921,0,0,0,10,0
LOC119870779,0,12,0,0,0
LOC119870193,4,0,0,2,0
LOC484314,3,0,0,0,0
VSTM1,0,0,0,10,0
ASPDH,7,0,0,0,0
LOC100686117,1,0,0,0,3
LOC106559902,3,0,0,0,0
LOC111090518,0,0,0,0,0
ARMC3,2,0,0,0,2
LOC106560108,5,2,1,1,1
LOC119870194,6,0,0,0,0
HTR6,0,0,0,3,0
SPATA21,5,0,0,0,0
LOC119871300,0,0,0,2,8
LOC119870926,0,4,0,0,0
LOC111095296,0,0,0,6,0
CAR1,9,0,0,0,0
PPARGC1A,4,0,0,0,0
LOC102155826,5,0,4,0,0
LOC111095499,3,0,0,0,3
LOC102154841,0,0,0,0,0
LOC119871511,0,0,0,5,0
LOC102153782,0,0,0,0,3
LOC102157293,3,0,0,0,0
LOC489180,7,0,0,0,0
LOC119871530,0,0,0,0,9
LOC100688630,0,0,0,1,0
LOC111095639,6,0,0,3,3
LOC119872095,2,0,0,2,0
LOC111095841,0,0,0,0,0
LOC119874932,2,0,3,1,0
RNF112,0,0,0,0,0
LOC111096111,0,0,0,0,6
LOC111095941,0,0,12,0,0
LOC111096194,0,0,0,6,0
LOC111096198,1,0,0,0,0
LOC102156946,3,0,0,0,0
SEC14L5,0,0,0,0,0
PERCC1,0,0,0,0,0
LOC100688578,0,2,3,0,0
LRRC7,4,0,0,0,0
LOC111096581,2,0,0,2,1
LOC106559001,0,0,0,1,0
ASTN1,5,0,0,0,6
LOC119872738,1,0,0,2,3
LOC111096733,1,0,0,0,4
AQP4,0,0,0,9,0
LOC111096979,1,0,0,0,0
LOC119873071,4,0,0,3,0
LOC490690,1,1,0,0,0
RDH12,8,0,0,0,0
LOC119872998,7,0,0,0,0
LOC119873109,0,0,0,0,0
CD79B,0,0,0,0,0
LOC119873255,0,0,0,0,1
LOC102157045,3,0,0,2,0
MEIOC,4,0,0,0,0
LOC102154826,5,0,0,0,1
GSDMB,0,0,0,5,0
LOC111097453,9,0,0,1,0
FCN2,0,0,0,0,0
LOC111097550,0,0,0,0,4
LOC119873467,0,0,0,2,0
LOC111097490,0,0,0,0,1
LOC119873370,3,0,0,0,0
LOC111097832,0,0,0,0,6
LOC119873764,1,0,0,0,0
LOC119880995,0,0,0,0,0
LOC111097778,0,0,0,0,1
LOC100688931,0,0,0,8,0
ANKRD53,0,0,0,0,0
LOC481473,0,0,0,0,0
LOC119873877,0,0,0,0,3
LOC111098008,1,0,0,0,0
SLBP2,1,0,0,0,0
LOC111098055,4,0,0,3,0
LOC111098236,0,0,0,5,0
LOC111098252,2,0,6,0,0
LOC111098273,8,0,0,0,0
LOC111098269,9,0,0,1,0
HMGCLL1,8,0,0,0,0
LOC111098337,0,0,0,0,0
POU3F2,0,0,0,9,0
LOC100685891,0,2,0,9,0
LOC111098506,2,0,0,0,0
LOC100684002,2,0,0,0,0
LOC111098592,0,0,0,0,0
LOC111098599,0,10,0,0,2
AREG,0,0,0,0,0
LOC102153551,8,0,0,0,0
PRR15,8,0,0,0,0
LOC119867535,0,0,0,0,0
LOC102152781,0,0,0,12,0
LOC106559783,0,0,0,0,9
LOC119869457,0,0,0,12,0
LOC119869427,5,0,0,0,0
CFAP57,0,0,0,0,0
LOC111099007,7,0,0,0,0
LOC111098901,0,0,0,0,0
TTC29,7,0,0,0,5
LOC102152352,2,0,0,0,0
LOC106558525,0,0,0,0,0
LOC102155280,0,0,0,0,0
LOC111090268,6,0,0,0,0
LOC119869733,2,0,0,0,4
LOC111090597,3,0,0,0,0
PROM2,0,0,0,6,0
LOC608395,4,0,0,0,3
LOC119869802,4,0,0,0,0
LOC119869796,1,0,0,0,0
LOC111090890,2,0,0,5,0
LOC102153348,0,0,0,1,0
SMIM38,0,0,0,8,0
LOC111091014,4,0,0,0,0
MGAT4D,0,0,0,0,0
PROC,0,0,0,0,0
TMEM89,3,0,0,0,3
LOC102153688,2,0,0,0,0
RLN3,8,0,0,0,0
S1PR4,0,0,0,0,0
LOC111091501,5,0,0,0,0
LOC119865006,0,0,0,0,0
LOC119864898,0,0,0,6,0
LOC100684639,0,2,2,1,0
LOC111091917,2,0,0,0,1
LOC106557623,1,0,0,1,5
LOC119865407,1,0,0,0,1
LOC111092063,0,0,0,0,0
LOC119865581,2,0,0,0,0
LOC111092205,2,0,0,8,0
LOC111092163,3,0,0,0,3
LOC111092430,0,0,0,0,0
LOC119865961,3,0,0,0,0
IQCA1,0,0,0,0,0
LOC111092423,5,0,0,0,0
GAL3ST2,0,0,0,0,7
LOC119866286,0,0,11,0,0
TMEM132D,1,0,0,0,0
LOC111092507,0,0,0,0,0
LOC119866159,3,0,0,0,4
LOC111092518,2,0,0,0,0
HORMAD2,0,0,0,8,0
LOC111092537,6,0,0,0,0
RBP5,0,0,0,0,0
LOC102152410,0,2,1,1,0
SPX,0,0,0,0,0
LOC102153022,2,0,0,0,0
SORCS3,0,0,0,0,0
LOC100687619,3,0,0,0,0
LOC119866585,10,0,0,0,0
LOC111092943,1,0,0,3,0
LOC111093061,0,0,0,6,0
JAKMIP3,6,0,0,0,0
OR6AE1,11,0,0,0,0
LOC119866808,2,0,0,0,0
LOC111093376,0,0,0,0,3
LIPI,0,0,0,0,0
LOC111093578,4,0,0,2,0
LOC119867204,1,0,0,0,0
LOC102155691,0,2,0,0,0
LOC100688926,6,0,0,0,0
LOC607191,1,0,0,0,1
LOC119867143,0,0,0,10,0
LOC119867325,0,0,0,0,2
LOC119867644,2,0,0,0,4
LOC111094199,4,0,0,1,0
LOC106558286,3,0,0,0,0
LOC119867846,2,0,0,5,0
LOC119867930,2,0,0,0,0
LOC106558327,0,0,0,0,0
LOC100683112,0,0,0,0,1
LOC119868074,4,0,0,2,0
rna-NC_002008_4_1024__1090,0,0,0,0,10
-,0,0,0,0,7
-,0,0,0,0,0
-,0,0,0,0,0
-,0,0,0,0,8
-,0,0,0,0,10
LOC119870728,2,0,0,7,2
LOC119869892,0,0,0,0,0
LOC111095918,0,0,0,0,0
KIF25,2,0,0,0,0
LOC119870781,0,0,0,0,5
LOC111096365,8,0,0,1,0
LOC106559315,0,0,0,5,2
LOC100687251,0,0,0,0,0
CYP2F1,7,0,0,0,0
LOC111098257,0,0,0,0,4
LOC100686205,2,0,0,0,5
LOC102155044,1,0,0,3,0
LOC111098324,4,0,0,3,0
LOC111091150,0,0,0,0,0
LOC119870136,3,0,0,0,3
LOC111094198,0,0,0,4,0
LOC111089960,0,0,0,6,0
LOC119870045,0,0,0,0,0
LOC119870441,1,0,0,0,0
PLA2G2E,0,0,0,0,3
LOC100855556,3,0,0,3,0
LOC119871117,0,0,0,0,11
LOC119871194,2,0,0,0,2
LOC100689007,0,0,0,0,1
LOC111095244,0,0,0,7,0
LOC111095377,1,7,0,0,0
LOC111095285,2,0,0,0,6
LOC119871435,0,0,0,0,3
LOC111095478,3,0,0,0,0
LOC119871476,0,0,0,0,0
LOC102153522,0,0,0,0,0
MIR1271,0,0,0,7,0
LOC100687063,1,0,2,3,0
LOC119871521,1,0,0,0,3
SOX30,5,0,0,0,0
MIR145,0,0,0,1,3
LOC111095617,1,0,0,0,0
LOC119871562,3,0,0,0,0
SPEF2,4,0,0,5,1
LOC119871787,7,0,0,0,0
LOC102153762,0,0,0,0,0
LOC111096100,0,0,0,0,11
LOC119876083,11,0,0,0,0
LOC111095893,0,0,0,0,0
LOC100683281,1,1,1,4,0
FYB2,0,0,0,0,0
SLC22A31,7,0,0,0,0
LOC111096018,5,0,0,4,2
LOC119871939,1,0,0,0,1
TAT,3,0,0,0,0
LOC102154317,0,0,0,0,3
LOC119876484,0,0,0,0,0
ABCC6,1,0,0,0,0
ACSM5,7,0,0,0,0
LOC111096357,6,0,0,0,3
LOC111096623,5,0,0,0,0
SLC9C2,2,0,0,0,0
LOC111096691,1,0,0,0,0
LOC102153356,1,0,0,1,0
LOC119872613,0,0,0,0,0
LOC119872621,2,0,0,0,2
IL25,5,0,0,0,0
LOC119872871,1,0,0,0,0
LOC111097106,2,0,0,1,0
LOC119873129,0,0,0,0,0
LOC119873068,10,0,0,0,0
LOC119873132,0,0,0,0,0
LOC111097281,2,0,0,0,0
LOC119873263,0,0,0,0,0
LOC119873428,8,0,0,0,0
HSF5,2,0,0,0,0
LOC106559271,0,0,0,0,3
LOC102154094,2,0,0,0,0
LOC111097437,0,0,0,0,0
LOC111097497,2,0,0,0,0
LOC111097552,0,0,0,0,0
MIR26A-2,0,0,0,9,0
MOV10L1,0,0,0,0,3
LOC119873636,3,0,0,0,0
LOC119873640,0,0,0,0,0
LOC111097699,0,0,0,0,0
LOC111097706,1,0,0,0,3
LOC119873671,5,0,0,0,0
LOC100688183,2,0,0,0,0
LOC106559427,0,0,0,0,4
LOC111097814,10,0,0,0,0
LOC119874115,3,0,0,0,0
LOC102156427,0,0,0,2,0
LOC102153457,0,0,0,0,4
LOC119873871,0,0,0,0,1
LOC119873924,2,0,0,0,5
ELAVL2,7,0,0,0,0
LOC111089998,0,0,0,8,0
TEX48,0,8,0,0,0
LOC119873990,3,0,0,0,4
LY6G6F,0,0,0,0,6
RAB44,0,0,0,0,5
LOC111098265,0,0,0,0,0
SPATS1,0,0,0,0,0
LOC111098294,2,0,0,3,3
LOC119874315,0,0,0,0,0
LOC102155121,0,0,0,3,0
LOC119864279,5,0,0,1,0
TECRL,0,0,0,0,0
LOC611833,0,1,0,0,1
PPBP,5,0,0,0,0
LOC119867158,1,0,0,4,2
LOC100688865,0,0,0,0,4
ABCB5,0,0,0,0,0
LOC102154588,2,0,0,3,0
LOC111098840,11,0,0,0,0
FEZF1,3,0,0,0,8
ERMAP,3,0,0,0,0
LOC119869284,0,0,0,0,0
LOC119868381,0,0,0,0,8
LOC111098988,0,0,0,8,0
LOC119869312,0,0,0,0,8
SLC39A2,0,0,0,0,2
LOC111090089,5,0,0,0,2
LOC119869387,1,0,0,0,0
LOC111095075,0,0,0,3,0
LOC102152014,6,0,0,0,0
LOC102152652,0,0,0,0,0
LOC100688941,0,3,0,0,2
LOC102156388,8,0,0,0,0
LOC119869700,8,0,0,0,0
LOC119864007,0,0,0,2,0
LOC609263,0,0,0,0,0
LOC111090901,3,0,0,0,0
LOC100687377,5,0,0,0,0
LOC102153659,2,0,0,7,0
CHRM1,0,0,0,0,3
LOC119870002,0,0,0,0,3
LOC119870054,0,0,0,0,5
LOC106560074,1,0,0,2,4
CNTN6,0,0,0,0,0
LOC111091285,8,0,0,0,0
LOC111091314,3,0,0,0,0
TRNAR-ACG,0,0,0,0,0
NCAN,0,0,0,0,0
LOC111091451,11,0,0,0,0
MIR27A,0,0,0,1,0
KLF1,4,0,0,0,0
LOC119864797,1,0,0,9,0
LOC111091392,0,0,0,4,3
LOC111091401,4,0,0,0,0
LOC100685679,0,0,0,1,2
LOC119864959,0,0,0,5,4
LOC111091521,0,0,0,0,5
LOC106560169,2,0,0,3,2
LOC111091591,5,0,0,0,0
MS4A2,1,0,0,0,0
LOC102152000,4,0,0,0,0
LOC102153634,4,0,0,0,3
LOC111091877,0,0,0,10,0
EFHB,6,0,0,0,0
BFSP2,1,0,0,0,0
LOC100684879,1,0,0,1,0
LOC119865614,5,0,0,5,0
LOC102156523,0,0,0,0,5
LOC119865652,0,0,0,0,6
SGK2,1,0,0,1,0
LOC119865690,2,0,0,0,0
LOC119865753,0,0,0,0,0
LOC111092417,5,0,0,0,0
LOC119865878,7,0,0,1,0
ECEL1,0,0,0,0,0
LOC106557808,0,0,0,1,0
LOC119866161,6,0,0,0,0
LOC119866188,0,0,0,0,1
LOC119866272,1,0,0,0,0
GAL3ST1,8,0,0,0,0
NTF3,7,0,0,1,0
LOC102155441,3,0,0,5,2
LOC119866402,0,0,0,0,0
KRT78,2,0,0,0,0
LOC100856029,0,0,0,0,0
FGF8,0,0,0,0,0
LOC111092992,1,0,0,10,0
SPRN,0,0,0,0,0
LOC100685939,0,0,0,2,3
LOC100686262,0,0,4,0,2
LOC111093137,0,11,0,0,0
LOC111093250,5,0,0,0,0
LOC119866745,4,0,0,0,3
LOC119866958,0,0,0,3,0
SLC12A1,1,0,0,6,0
LOC119866933,0,0,0,0,0
LOC102157252,0,0,0,0,0
LOC119867123,10,0,0,0,0
LOC119870361,0,0,0,0,0
LOC119867077,1,0,0,0,0
LOC102151722,0,0,0,0,0
LOC102154144,0,3,0,1,3
LOC102156639,0,0,0,0,0
LOC102153131,0,0,0,0,0
GCSAM,9,0,0,0,0
FBXO40,7,0,0,0,0
LOC119867423,0,0,0,0,0
LOC119867570,0,0,0,0,5
LOC111094057,0,0,0,8,0
H2BC14,4,0,0,0,0
LOC119867794,0,0,0,0,0
LOC119867840,0,0,0,0,2
LOC488436,2,0,0,2,2
LOC102156220,0,0,0,0,0
LOC119870459,2,0,0,0,0
LOC111094367,8,0,0,0,2
LOC119867936,1,0,0,0,0
LOC119867997,0,0,0,0,1
LOC119867951,0,0,0,0,0
CXCR1,0,0,0,0,0
LOC111094353,0,0,0,9,0
LOC119868022,3,0,0,0,0
CD1A6,0,0,0,0,0
LOC610726,0,0,0,0,0
LOC111094816,0,0,0,0,0
LOC119868366,5,0,0,0,0
LOC111095011,0,0,0,0,0
TENT5D,0,0,0,6,0
LOC100688515,5,0,0,0,0
TCEAL3,4,0,0,0,2
LHFPL1,0,0,0,4,0
LOC119868658,0,0,0,5,0
-,0,0,0,11,0
-,5,0,0,0,0
-,2,7,0,0,2
-,8,0,0,0,0
-,2,0,0,0,6
-,7,0,0,3,1
-,0,0,0,9,0
-,0,0,0,0,0
LOC100683962,0,0,0,0,0
LOC111095182,0,0,2,0,0
LOC111096171,0,0,0,0,0
FABP7,0,0,0,3,0
LOC111096354,7,0,0,0,0
LOC111096426,0,0,0,0,0
LOC111097025,1,0,0,0,0
LOC106559263,0,0,0,6,0
LOC111099014,0,0,0,4,3
LOC119869903,0,0,0,2,0
MEIOSIN,2,0,0,3,0
LOC100685413,3,0,0,0,0
LOC111091377,0,0,0,7,0
LOC100685207,7,0,0,0,0
LOC106557902,0,0,0,3,0
LOC119870027,5,0,0,0,0
LOC119870285,0,0,0,0,1
LOC111094660,1,0,0,3,4
LOC111092700,0,0,9,0,0
LOC111092908,0,0,0,0,0
LOC119870556,0,0,0,0,0
LOC119870404,2,0,0,0,0
LOC102153519,0,0,0,1,0
UBXN10,0,0,0,0,0
LOC111095142,9,0,0,0,0
LOC102157140,0,0,0,8,0
LOC119872847,2,0,0,6,0
LOC111095281,2,0,0,0,0
LOC111095387,0,0,0,0,0
LOC111095403,0,0,0,0,0
LOC106558669,3,0,0,0,0
LOC119871627,4,0,0,0,0
LOC111095625,0,0,0,0,0
LOC119871569,0,0,0,2,1
LOC106558789,0,0,0,10,0
LOC119872043,0,0,0,8,0
LOC111095885,0,0,0,0,2
LOC106558748,6,0,0,0,0
LOC102154136,0,0,0,0,0
LOC119871897,4,0,0,0,0
LOC111095974,0,0,0,0,0
LOC106558838,2,0,0,0,0
DPEP2NB,3,0,0,0,0
CDH16,0,0,0,0,0
LOC111096179,3,0,0,0,7
CCL24,4,0,0,0,0
LOC111096296,0,0,0,8,0
LOC111096467,0,0,0,8,0
LOC119872433,0,0,0,0,0
GPR61,0,0,0,0,1
LOC111096405,1,0,0,0,0
LOC119876266,0,10,0,0,0
LOC106559000,2,0,0,0,0
LOC111096854,2,0,0,4,0
LOC102152591,5,0,0,0,0
C7H1orf116,4,0,0,0,3
LOC119876431,0,0,0,0,3
FMO2,7,0,0,0,0
BCAN,0,0,0,0,0
LOC119872603,4,0,0,0,0
LOC102152944,0,0,0,0,0
LMLN2,3,0,0,5,0
LOC111096972,0,0,0,0,7
LOC119872835,0,0,0,0,6
LOC119872843,1,0,0,0,0
LOC111097510,0,0,0,0,2
LOC119873218,4,0,0,0,0
LOC119873225,0,0,0,0,0
LOC608824,0,2,1,1,3
LOC119875699,5,0,0,0,0
KRT25,0,0,0,0,0
LOC111097533,1,0,0,4,0
LOC102156194,0,0,0,4,0
LOC111097419,0,0,0,8,0
LOC119873352,7,0,0,0,0
SPACA9,0,0,0,0,0
LOC111097499,4,0,0,4,0
LOC111097819,0,0,0,0,0
LOC119873799,0,0,10,0,0
LOC102157253,0,0,0,0,0
RIBC2,3,0,0,0,0
LOC119873614,0,0,0,0,0
LOC111097635,1,0,0,9,0
LOC119873620,0,0,0,4,0
LOC111097639,0,0,0,0,0
LOC100685556,0,0,0,4,0
LOC100684768,0,0,0,0,0
LOC111097743,0,0,0,0,0
LOC119873678,1,0,0,0,0
LOC111097769,1,0,0,0,0
C10H2orf74,1,0,0,7,0
LOC102155838,6,0,0,0,0
LOC106559443,0,0,0,0,6
LOC100684426,1,0,0,0,0
LOC100684948,0,0,0,0,0
LOC111098061,0,0,0,0,2
LOC119873943,0,0,0,0,0
LOC119874079,0,0,0,0,0
LOC102157151,1,0,0,0,0
LOC106559499,0,0,0,10,0
LOC119874356,0,0,0,0,0
LOC119874169,0,0,0,0,8
LOC111098285,0,0,0,0,0
LOC119874204,4,0,0,0,0
LOC102153675,1,0,0,7,0
LOC102151327,2,0,0,0,0
YIPF7,1,0,0,3,0
LOC119881759,5,1,0,0,1
LOC482200,8,0,0,0,0
LOC119867675,0,0,0,0,0
LOC610531,0,6,3,0,0
LOC102153678,7,0,0,1,1
LOC111098819,0,0,0,0,5
LOC102151385,0,0,0,0,4
LOC102152479,0,0,0,0,5
DNALI1,0,0,0,0,0
TFAP2E,0,0,0,0,3
LOC119869357,3,0,1,0,0
LOC119869257,5,0,0,0,0
LOC106559748,0,0,0,0,0
LOC111090025,0,0,0,10,0
LOC102154670,5,0,0,3,0
LOC111090032,0,0,10,0,0
LOC111090047,8,0,0,0,0
LOC111090069,0,0,0,0,0
NPY2R,1,0,0,7,2
LOC102151790,7,0,0,0,0
LOC119869669,0,0,0,0,0
CNTNAP2,7,0,0,3,0
LOC119869571,0,0,0,3,0
LOC111090313,1,0,0,0,0
LOC119864024,4,0,0,2,0
LOC111090663,8,0,0,0,0
LOC119864152,0,0,0,0,0
LOC119864158,0,0,0,0,3
LOC111090922,0,0,0,0,8
CDHR5,0,0,0,0,0
LOC111090975,3,0,0,0,0
CATSPERZ,4,0,0,1,2
LOC111091089,3,0,0,0,0
LOC119864440,3,0,0,0,6
LOC111091152,0,0,0,0,0
LOC119864644,0,0,0,0,0
LOC119864652,0,0,0,6,0
CLEC4O,1,0,0,0,0
LOC111091367,0,0,0,0,0
LOC111091540,0,0,0,2,0
LOC102154263,1,0,0,0,0
LOC119865020,7,0,0,0,0
KCNC1,0,0,0,0,0
LOC111091586,6,0,0,0,1
LOC119865040,0,0,0,0,0
LOC102153036,1,0,0,1,3
LOC119865265,4,0,0,0,0
LOC119865181,0,0,0,0,0
LOC102152746,1,0,0,0,0
LOC119870138,2,0,0,0,0
LOC111091948,0,0,0,0,1
LOC106557628,4,0,0,0,0
LOC119865477,6,0,0,0,0
LOC119870168,0,0,0,0,0
LOC119865608,6,0,0,0,0
LOC111092202,3,0,0,0,4
GDF5,0,0,0,0,0
LOC119865773,2,0,0,0,0
LOC111092426,0,0,0,0,0
LOC111092405,2,0,0,0,0
LOC111092491,0,0,0,7,0
RNF17,4,0,0,0,0
NEFL,0,0,0,5,0
LOC119865861,0,0,0,0,0
LOC111092437,0,0,0,4,6
LOC106557807,0,0,0,0,1
LOC119866113,0,0,0,0,0
LOC111092675,0,7,0,0,0
LOC119866330,4,0,0,0,0
AICDA,0,0,0,4,4
LOC608870,1,0,0,0,0
KRT5,0,0,0,0,0
LOC100683422,0,0,0,3,5
LOC119866630,3,0,0,0,0
LOC119866612,0,0,0,0,0
C29H8orf89,0,0,0,0,0
LOC119870317,0,0,0,2,0
LOC111093158,0,0,0,0,0
LOC111093302,2,0,3,0,0
LOC111093383,0,0,0,0,2
LOC119866836,0,0,0,0,0
LOC119870359,5,0,0,0,0
LOC119867056,0,0,0,0,0
LOC106558108,0,0,0,0,2
LOC106558111,0,0,0,0,2
LOC102156306,2,4,0,0,1
LOC111093583,3,0,0,0,0
LOC111093574,1,0,0,0,0
LOC119867317,7,0,0,0,0
LOC111093728,0,0,0,3,0
SIDT1,0,0,0,0,0
DRD3,0,0,0,7,0
LOC102157026,0,0,0,0,0
LOC111093817,3,0,0,0,0
LOC102152526,2,0,0,7,0
LOC119867569,0,0,0,4,0
LOC119867530,3,0,0,0,0
LOC119867641,0,0,0,7,0
LOC119867671,0,0,0,0,3
H2BC12,1,0,0,0,0
H3C12,3,0,0,0,0
GCG,9,0,0,0,0
LOC111094268,3,0,0,0,0
LOC111094212,0,0,0,0,0
LOC106558278,3,0,0,0,0
AOX4,0,0,0,0,0
LOC100686005,0,1,0,0,5
LOC100688778,0,0,0,0,0
LOC102155331,3,0,0,1,0
LOC100685199,2,0,0,0,4
BEX5,0,0,0,5,5
RIPPLY1,0,0,0,0,0
-,1,0,0,0,6
-,0,0,0,9,0
-,0,0,1,3,1
-,0,0,0,0,0
-,10,0,0,0,0
LOC102156553,5,1,0,0,0
LOC476204,0,3,0,0,2
LOC111095759,0,0,0,0,0
LOC119869912,0,0,0,0,0
LOC102151309,1,0,0,0,0
LOC111098979,0,0,0,0,0
LOC111090839,3,0,0,0,0
LOC106559967,1,0,0,0,5
LOC119870519,1,0,0,0,0
LOC111091459,0,0,0,0,0
LOC119870153,0,0,0,0,0
LOC102156458,0,0,0,0,0
LOC102155313,1,0,0,0,7
LOC111092791,4,0,0,0,0
LOC111092911,3,0,0,0,4
LOC102151842,4,0,0,0,0
LOC478220,0,0,0,0,0
LOC111095108,0,0,0,0,0
LOC111095167,5,0,0,0,0
LOC608763,0,0,0,3,0
MESP2,0,0,0,0,0
LOC111095232,2,0,0,0,3
TLR10,0,0,0,0,0
C3H4orf19,0,0,0,0,6
LOC119871672,6,0,0,0,0
LOC119871674,0,0,0,0,5
LOC119871457,2,0,0,0,0
LOC119871478,3,0,0,0,2
LOC111095491,1,6,0,0,0
LOC111095498,0,0,0,0,1
LOC111095510,0,0,0,0,0
LOC102155965,0,0,0,0,0
CDHR1,1,0,0,0,4
HTR4,0,0,0,0,3
LOC119871534,0,0,0,2,0
LOC106558692,0,0,0,0,9
LOC119871698,0,0,0,0,4
LOC111095637,5,0,0,0,0
MARCHF11,0,0,0,0,0
TRIM29,0,0,0,0,0
LOC111095821,0,0,0,0,0
TMEM95,1,0,0,0,0
LOC119871852,4,0,0,4,0
LOC111095911,0,0,0,0,0
LOC102155317,9,0,0,0,0
LOC102153929,1,0,0,2,0
TAS1R3,1,0,0,0,0
LOC119871922,0,0,0,4,0
LOC119871923,0,0,0,0,0
LOC119872085,1,0,0,0,1
LOC102156275,0,0,0,0,9
LOC111096200,1,0,0,0,0
GJC3,2,0,0,3,0
LOC111096233,7,0,0,0,0
LOC111096284,1,0,0,3,0
LOC119872414,4,0,0,0,0
LOC119872253,5,0,0,0,0
LOC119872430,2,0,0,0,0
LOC106558973,0,0,0,0,4
MIR181B-1,0,0,0,0,3
LOC119872511,0,0,0,0,0
LOC119877331,4,0,0,0,0
LOC119872541,9,0,0,0,0
LOC102152941,1,0,0,0,0
LOC111096892,0,0,0,0,0
DNAH14,0,0,0,0,0
LOC119872572,0,0,0,0,7
LOC119872736,1,0,0,0,0
LOC119872585,6,0,0,0,0
LOC119872836,0,0,0,0,6
LOC119873168,0,0,0,2,0
LOC106559172,1,0,0,0,0
LOC102157094,0,0,0,0,0
CCDC197,1,0,0,0,0
LOC119873081,2,0,0,0,0
LOC119873090,5,0,0,0,0
LOC119873201,0,0,0,1,4
LOC102154805,1,0,0,0,0
LOC111097274,0,0,0,0,8
LOC119873217,5,0,0,0,0
LOC119873403,1,0,0,0,0
ST6GALNAC1,0,0,0,0,0
LOC119873278,0,0,0,5,0
LOC106559265,3,0,0,0,0
LOC119873472,0,0,0,0,0
LOC119873442,3,0,0,0,0
MIR181A-2,9,0,0,0,0
LOC119873381,0,0,0,4,0
BIK,1,0,0,0,0
FAM83F,0,0,0,4,0
LOC102154205,0,0,0,7,0
LOC111097670,0,0,0,0,0
LOC102156196,0,0,0,0,0
LOC474547,2,2,0,2,0
LOC119873732,0,0,0,3,0
STPG4,0,0,0,0,3
LOC111097774,2,0,0,0,0
LOC119873784,1,0,0,0,0
LOC106559444,2,0,0,0,0
CBY3,0,0,0,0,3
LOC119874094,0,0,0,1,5
LOC106559535,2,0,0,0,5
