gene_name,TM_PC,TM_D14,TM_D21,TM_D28,TM_D42_D14P1
DNAJC7,882,2050,2641,978,758
TFIP11,637,2090,2978,785,715
MIER1,580,1383,2668,1058,623
ABL2,797,2351,2750,751,711
DNMBP,572,2406,3294,1024,858
NT5C2,441,1478,3357,1119,724
TIAM2,1351,2009,3477,1061,587
MRPL37,626,2305,3868,1423,1099
LRP4,786,2545,2210,754,348
RGS11,411,1715,2219,989,944
TIMM50,1137,2017,2917,950,911
PTDSS2,656,1899,3415,960,680
LACC1,448,2368,2522,961,598
RDH10,178,2695,2625,1474,1184
RCOR1,866,1812,2180,733,499
RPS6KA4,573,2155,4069,1360,915
GTF2H3,604,1058,2194,621,398
MSH6,597,2027,2100,729,520
FAM120B,914,1514,3224,1012,840
PHKB,730,2377,3424,1238,832
FUT8,1200,1728,2894,909,702
HMCN1,422,3600,3944,1026,615
HPS1,601,2586,2677,941,663
NCDN,726,2484,2948,999,755
LOC487476,966,1981,3054,476,308
ARHGAP29,1126,2298,3080,1093,729
MKLN1,611,1535,2885,943,778
FAM160B1,811,2716,2626,1073,956
TP53BP1,866,2440,3748,1022,773
SNRPB2,1043,1386,2174,595,526
NTN4,163,1884,4317,2670,1390
PHACTR2,1015,2317,2906,1050,643
CFAP298,1099,2079,2682,1110,761
ZBED4,998,2077,2742,917,529
RHOT1,700,1890,2695,1082,748
RYBP,702,2462,2790,987,648
GIPC1,623,2067,3595,1256,1070
SGCE,51,1600,2873,1275,856
ENTPD4,402,2185,3210,938,601
FBXL5,660,1722,2953,1041,829
PBX3,769,2056,3123,1452,905
MEOX2,586,2301,4607,1849,1030
SLC36A4,850,2719,3795,1151,837
TVP23B,777,1533,1920,1115,702
PPP1R3B,624,982,2293,1153,722
SRSF7,781,2007,1834,654,596
SEC24B,860,2524,2911,996,798
POMT1,932,2450,3383,1148,925
IGSF8,1566,2148,3564,1257,897
MCMBP,717,1715,3392,1039,672
ZDHHC3,411,1940,3450,981,663
GNA12,1202,1337,2333,859,800
CDC123,756,2325,3220,1177,858
DOCK4,267,3432,4103,1033,353
MICU2,669,1941,3533,1363,811
PLEKHA5,894,2238,3408,1204,688
ZNF384,603,2148,2567,1107,918
FAM91A1,879,1627,3039,690,637
EVA1B,1142,1612,3707,1396,1146
ITPKB,1523,2035,3077,881,646
SCFD1,729,2021,2528,918,679
LAMTOR1,562,1758,3869,1177,965
RNF14,737,1980,2961,1035,765
STK10,1082,2244,2949,784,591
FOXJ3,624,1805,3105,1038,941
SLC30A4,583,2285,4074,1097,681
ZFP64,719,1579,2656,1089,768
RIOK1,979,1724,1883,729,456
SEC11C,744,1178,3148,679,586
SUPT20H,1092,2028,2173,747,599
OXR1,1143,1587,2995,1056,665
CRAT,699,2030,3813,1306,1219
ANO10,917,2275,2662,1314,1045
GFUS,1312,1925,2743,1039,1001
GOPC,1195,1523,2045,790,605
GTPBP1,1037,1899,2915,1178,870
GATAD2B,860,1775,2733,1168,1002
MRPS31,767,2136,2967,949,671
ZNF451,908,2120,2509,897,627
TNK2,1214,1924,2841,751,776
STK17B,400,3209,2780,754,555
RIOK3,701,2496,3293,1189,830
LPCAT2,1290,1199,3176,870,374
AREL1,449,1751,3392,833,645
CEP41,1087,1406,2077,771,575
BACH1,975,2104,3139,794,788
SHOC2,1095,1955,2888,816,772
IDH1,723,1586,3178,946,961
LZTR1,1816,1734,3084,1080,754
EIF2AK3,671,1754,2481,1260,789
LOC102152446,828,2362,4075,1042,705
ATP5F1E,1256,1291,1948,795,525
TNFSF10,261,2179,2705,1477,593
TCF7L1,773,1646,2674,1002,708
ICE1,382,2912,3567,1079,721
ASCC2,859,2776,4103,1267,835
MLF2,627,1544,2734,911,866
RREB1,821,2484,3221,979,712
ANAPC1,997,1458,2663,704,454
UBE2A,572,2006,3092,1065,888
CARNMT1,879,1995,3138,817,686
PIK3C2A,673,2236,2389,855,660
LRRC41,830,2179,2870,1071,1044
KLF3,436,2281,3573,919,860
FAM172A,470,2676,3820,1563,941
SETD3,503,2000,3282,1004,793
GID4,476,1371,2214,706,502
IFNGR1,731,2090,3924,961,662
SEC24A,548,2146,2598,1046,596
MRPL15,482,2173,3136,1131,785
WIF1,5734,66,277,83,167
ERI3,1067,1717,2689,1022,885
NIP7,842,1530,1957,768,507
UBA5,980,1879,2259,795,720
C2CD2,487,2529,3873,1458,832
FLCN,604,1736,2507,1073,618
TBRG1,1120,1969,3316,1387,1122
ACSS3,321,1197,3050,1036,682
GPC4,3849,847,1481,580,568
TRAPPC8,747,2324,2466,1050,831
LSM10,756,1688,2684,1049,923
ATPAF1,404,2005,2729,1120,653
UCHL1,995,2137,3770,952,1256
FTSJ1,966,2047,2356,738,649
PPP1R15A,478,2225,3169,902,1207
SYNJ1,532,2594,3836,1154,694
LSM4,695,1749,2904,865,731
DENND2A,922,1449,2129,1099,725
SLC16A3,2611,620,1220,582,142
TRMT61A,1112,1681,2577,923,666
C7H1orf43,759,1682,2839,1039,763
PLCB3,944,2727,2723,877,846
PMPCA,890,1538,3083,888,708
INVS,371,2420,3412,1136,686
PSENEN,1476,1537,3254,967,918
ZSCAN18,172,898,2354,1357,727
ARL5B,827,1980,3134,1120,583
AKAP9,509,2572,2480,696,504
STK16,364,1677,3739,1208,722
RNF44,920,1281,2147,756,674
UBQLN4,1062,1711,2928,972,760
DNAJA3,980,2392,2256,837,604
MRPL57,964,2159,2987,1142,855
AGTRAP,693,2323,3685,1471,1424
FXYD1,1212,1960,3467,1273,1128
CNPY3,987,1715,2980,1061,575
NKAPD1,843,1499,3018,983,804
SCO1,893,1658,2659,849,703
RAPGEF2,992,2303,2956,974,739
DZIP3,490,1664,2689,928,605
SH3BP2,430,2109,3676,1276,760
PDP2,734,1802,2328,722,587
SRA1,679,1783,3090,1283,908
RNASEH2B,1312,1432,2744,717,521
PSMD12,862,2078,2770,844,799
NDN,45,2143,3234,1566,1023
DLAT,701,2344,2858,861,738
GADD45A,263,1752,3012,913,582
FKBP15,477,2120,3537,926,577
DENND2B,463,2111,3972,1484,1605
FARSA,380,2330,2526,650,297
MTMR11,388,1916,3936,1195,1114
DAGLB,1072,1637,3176,1026,866
MRPL52,1357,1356,3089,940,846
OTUB1,505,1837,2702,956,821
WDR33,659,2117,2382,928,749
LIX1L,700,2094,3231,1557,840
LMNB2,1197,2251,3544,698,438
COL9A3,10236,0,0,0,9
LRRC8C,728,2094,4382,1091,1327
RNF5,1412,1715,1872,773,750
UQCRQ,558,1883,2608,1043,686
TMEM245,517,2256,2265,761,467
RTF1,1179,1873,2463,976,843
ZBTB1,632,2230,2670,897,576
HIP1R,252,1359,2119,821,691
SPR,1109,1949,3806,1072,1049
BOD1,631,1508,1859,895,489
VPS54,934,1696,2407,649,416
RASSF3,803,1747,2553,708,498
PDLIM4,540,2292,2973,1006,947
NAPG,601,2182,2724,1207,752
TRIM56,794,1767,2571,1021,803
GRAMD2B,689,2364,3750,1512,833
VPS29,550,1539,2279,791,524
GM2A,583,1125,2525,565,729
ARHGAP32,1476,2084,3621,896,778
MRPL47,1018,631,1219,468,353
YLPM1,888,2661,2830,814,633
PLCE1,279,1991,2568,1237,505
FUCA2,724,1520,2697,1179,785
UTP3,1000,2244,2726,926,915
HPS4,951,1356,2293,879,663
SLC12A6,554,2422,4175,1152,970
C10H2orf42,642,2094,3037,1150,978
CNOT6,461,1508,2019,720,529
ACBD5,848,1980,3241,892,755
DYRK1A,855,1750,1979,729,591
LMLN,807,2775,3170,994,714
LOC607149,846,1918,3557,1399,989
FUT11,1376,1521,2512,918,554
C1GALT1,767,1922,2352,797,406
VCPIP1,399,2822,3305,997,844
HIBADH,961,1648,2952,1166,887
PPARD,656,1826,2719,683,1048
FBXO28,865,1860,3231,1009,737
SEH1L,729,2108,2631,986,634
KAT2A,1098,1578,2835,1108,729
STAT5A,1284,1975,3465,960,948
CARD6,582,2196,3991,1208,920
PDHB,606,1901,2660,903,865
JAM3,1248,2044,2707,1503,693
SCAF8,833,2324,3040,905,648
PAIP2,1372,1504,2010,864,760
PLEKHG3,788,2160,2649,1007,810
BLVRB,717,1641,3900,644,746
POMGNT1,1154,1773,2347,1028,828
SLC25A38,710,2033,3185,967,769
NUP155,858,1531,2048,700,519
C6H7orf26,1183,1551,2435,1059,883
EIPR1,1065,2077,2960,1015,738
FRMD4A,1441,2394,3761,906,543
PCID2,757,1757,2641,962,938
GPR89A,603,1409,2167,688,483
SETDB1,645,1953,2523,1006,759
GET4,1132,1720,2747,913,892
TOR3A,1126,1661,3074,1094,803
SLC35E3,1732,1816,2070,767,502
POLR3E,875,1729,2543,747,645
RBM33,809,2476,3028,901,893
PPFIA1,497,1485,2289,1144,716
ECHS1,803,1824,2523,877,729
PVR,1323,2648,2101,824,872
ANKRD10,1033,2380,3015,903,818
C3,59,100,143,241,14
ARHGAP10,617,3229,3453,1284,1120
ADAMTS4,1876,1564,1552,245,149
POLR3A,721,2198,2196,827,587
CRAMP1,566,2178,2380,851,568
LOC119877776,952,1114,3989,1750,1908
FMR1,701,1663,2630,753,689
RSRC2,581,1547,2218,1024,635
PDGFRL,1348,1156,1766,683,302
REX1BD,565,1498,2695,1213,1590
RALGAPA1,951,1896,2397,1034,708
SETD1B,450,2072,2510,860,650
NDUFS6,978,678,1464,393,505
MDM4,694,2374,3119,561,491
GMDS,1023,1634,1908,1012,547
EXTL2,1348,1836,2761,895,643
RBM17,1003,2028,2246,830,718
ADAMTS5,951,852,1395,651,984
GBGT1,1167,1664,3479,982,944
OXA1L,938,1712,2343,1005,865
GNL3,397,1753,2384,723,549
JTB,737,1868,2461,1230,807
LARP4,375,2535,2337,717,449
SEC61G,587,1412,2236,770,661
SKA1,560,1513,3120,904,391
UFL1,652,1804,2499,1123,661
TTC39A,850,1946,3301,1201,1023
PTCD3,777,2094,2674,614,446
NOC2L,809,2685,3257,1064,868
CNNM3,682,1985,2725,1037,873
FOXF1,589,540,1568,778,1493
BTF3L4,818,1835,2258,924,770
NDRG4,1604,1947,2986,854,822
NINJ1,498,1244,2430,887,1044
AMDHD2,489,2144,4165,993,803
DIAPH3,383,2514,3627,625,186
RNF26,962,1293,2375,759,739
KIAA0753,717,1345,1844,693,464
FGF2,57,1610,3531,1549,1051
XXYLT1,733,1311,3467,1040,771
VKORC1L1,542,1424,2415,799,534
CASQ2,301,5099,2356,1475,0
PPME1,348,2087,3427,1082,895
PRR14L,770,2832,3126,880,511
CHP1,1102,2358,3094,1008,832
ELOVL1,685,2183,3468,1138,918
RSL24D1,974,1756,2740,969,754
NUBP2,894,1539,3187,992,892
MOB3A,749,2194,3599,1173,1075
PBDC1,929,1700,3297,914,621
RBM27,659,2707,2556,779,546
DCUN1D4,1117,1582,2057,955,510
NME1,1069,1930,2211,661,536
MOGS,1043,1071,1459,724,367
FAM204A,784,1546,2523,1004,654
RBM7,588,1054,1788,564,483
APEH,531,2319,3188,999,940
PHF23,836,2119,3263,1022,843
CDCA8,1023,1794,2623,525,265
GJB3,117,3462,4327,1300,1208
SSU72,1146,1332,2903,1161,989
ZNF592,465,2287,3074,1380,926
POFUT1,1140,1464,3035,1137,775
CNOT6L,868,2521,2573,939,696
LZIC,990,1911,2966,1189,912
SCLY,633,1727,2666,1151,634
PKN2,922,1864,2239,625,405
STEAP1,126,1498,3029,762,957
CEPT1,776,1667,2463,875,702
SDK1,1397,1663,3138,1445,1097
RARA,844,1727,2843,1168,888
RANBP10,722,1938,3504,1179,743
NFKB2,570,1903,3281,993,777
GBA,870,1413,3754,1013,781
KIZ,962,2313,2236,919,678
CALCOCO1,852,1746,3470,1262,1336
CDKN2C,1154,1745,2642,481,331
PECAM1,6501,2187,46,39,0
UMPS,642,1744,2135,787,688
MRPL18,647,1534,2288,896,618
ZNF703,508,2205,2406,1026,813
TMEM254,765,1739,3193,1020,799
C34H3orf70,506,1159,1861,652,636
POLR2J,1270,1008,2579,945,852
ADAMTS12,457,2493,3082,1171,934
USP38,821,1832,1846,616,506
ZMIZ2,561,2321,2982,1156,900
SNRPD3,738,1087,1796,593,560
CARS2,506,1454,3237,1028,1113
ANP32E,987,1853,2124,500,479
VTI1B,521,1686,2546,1017,680
ZNF503,1234,1152,1716,952,554
DDX49,711,1980,2727,845,762
SLC25A46,565,2007,3150,997,796
NDUFB6,423,2086,2671,888,698
SLC25A16,806,1710,2993,1216,570
ATG12,370,1710,2218,814,662
POLRMT,594,2028,2905,1188,898
UBE3A,620,2412,3033,1185,776
KLHDC4,791,1223,2347,961,625
PHF12,1119,1897,2464,699,583
UTP4,917,1399,1705,719,561
ZNF768,1333,1485,2202,1014,836
SLC8A3,1626,130,83,60,0
BUD31,900,1592,2614,992,941
SAFB2,793,1908,2769,997,783
BCL2L13,824,1355,3223,1077,755
BMI1,599,1492,2818,852,623
MEAF6,605,1625,3201,897,887
XPC,502,1757,3201,1302,1003
ACTR8,523,1676,2791,841,591
SPINT2,1183,980,1936,897,635
ECHDC1,890,1607,2770,971,685
LOC106557472,763,2312,2838,880,861
PATL1,486,1952,3169,820,704
PDLIM2,1140,1315,3236,1173,832
SLC41A2,633,2598,3471,1300,923
SSBP3,950,1441,2765,897,702
COX5A,675,2157,1996,767,650
MFAP3,887,2022,2407,971,635
TM7SF3,322,2444,2627,1206,767
TNRC6C,1369,1954,2579,935,655
CHN1,809,2026,2719,1017,704
ADCY3,1625,1717,2658,773,459
TLK1,676,1982,2681,944,734
YTHDC2,398,2173,1812,877,493
BICRAL,499,1741,3798,981,909
SLC35B2,1337,1474,2643,897,732
CDH2,948,2092,3397,2249,1609
KLF7,589,2623,2665,1051,1212
EMC6,912,2164,2197,924,793
ZNF335,798,1831,2419,789,676
MRPL20,826,1992,3034,991,607
SPP1,1359,1855,2667,270,84
PLRG1,686,1722,2947,1144,658
WDR48,628,1816,3920,1053,816
COX7A2L,661,1771,2243,1065,867
NOP58,501,2092,1938,728,527
LRRK1,460,2529,3671,1279,839
GINM1,801,2043,2596,1203,822
RBBP8,623,2246,3253,968,489
RPRD2,698,1706,3117,766,644
VLDLR,692,1450,2547,1184,953
POLR1A,908,1994,2680,737,490
OTUD6B,510,2075,2657,950,645
SORCS2,392,978,2052,1000,332
AFDN,975,567,828,305,257
PTPN14,1160,1951,2115,900,584
TMEM97,1175,1560,2575,586,722
IMPACT,879,2110,2765,1250,665
SPCS2,467,1802,3326,1006,749
DDX11,669,1704,3083,704,423
PRPS2,892,1781,3016,1277,700
PRCP,1274,2217,3512,1304,651
AEBP2,326,1827,2716,1018,779
AHR,2222,864,1709,483,559
TEAD2,1513,1192,1911,844,462
VWF,8006,910,9,26,54
N4BP1,848,2204,2952,1109,682
ORC4,534,1256,2147,734,511
ZNF70,605,1506,2033,1008,526
DCAF1,468,2509,1598,824,485
LPCAT4,1056,2142,3146,1143,995
ZFC3H1,464,2273,1616,800,451
LOC606860,894,1253,1597,224,338
TSG101,509,1593,3512,963,702
SH3BGRL,817,1437,2586,976,589
ATP11C,605,2393,2185,775,467
LITAF,778,1664,2987,1024,850
PAK1,1234,1825,3149,728,472
WWC3,912,2175,2462,930,823
ATF6B,650,1901,2435,1083,761
TRIL,330,2875,3245,1217,667
LOC111090004,20,2105,3366,1017,1373
RNMT,722,1516,2302,1108,822
RBM18,837,1518,2863,1038,448
MED23,809,1826,2463,675,538
BIN1,434,1780,2877,1104,580
SMTN,2568,2204,2786,674,502
CDYL,614,1514,2348,743,685
TESK1,534,1810,2713,1115,795
PEPD,790,2138,3191,1021,805
UBALD1,1403,1620,3024,1164,1303
SEPSECS,317,2381,3158,1083,633
WDR6,848,2331,2330,934,759
DNAJB9,451,1700,2801,1421,840
MBD6,908,1572,2691,802,754
SMPD3,2594,0,40,8,13
EIF2AK4,876,2039,3164,914,570
SDF2,1037,1382,2705,912,765
ANKMY2,543,1675,3459,1046,632
MED24,967,1653,2893,1019,840
RXRB,701,1863,1985,842,931
URB2,641,2559,2877,971,882
TLE1,1134,1811,2190,1006,643
COPS3,460,1687,2535,770,513
SLC25A4,497,2223,2933,1272,865
TMCO1,623,2167,2535,1093,668
BCL9,804,1637,2276,881,613
ATXN2,616,1900,2657,810,553
-,269,1168,3448,429,145
ATP6V1C1,662,1688,2352,911,559
TSPAN4,319,1295,4822,913,1255
CTNS,432,1828,3137,1380,1481
VPS52,828,1150,2979,770,631
NTAN1,877,1559,3209,894,669
NGRN,327,1299,2053,813,570
DNAJC18,664,2262,2651,1111,800
SUMO1,623,1531,2721,870,706
GRK5,372,2145,3314,771,940
B3GLCT,592,2764,2986,1001,682
CAMK2G,953,2208,2467,874,770
GNG5,794,1467,3175,972,805
DHFR,687,2155,2958,1002,643
RBM12,781,1889,2729,779,532
FAM89B,650,1932,2708,866,734
CPXM2,495,310,3125,1067,702
PLEKHG4,2901,1531,2431,859,489
ZMYM2,1016,1469,2311,942,550
RASSF1,744,2349,2801,937,564
SLC35B3,648,1184,1903,697,535
HIGD2A,749,1435,2418,1030,744
DNAJB6,567,2103,3089,1061,864
RPS19BP1,880,1736,2414,891,729
HMGN4,1208,1591,2682,771,690
FRMD8,941,1728,3348,887,769
NDUFB9,1076,1522,2497,946,826
INO80E,1211,1709,2246,778,790
NUP93,579,2306,3265,919,616
TPC3,639,929,3162,1510,818
HK2,1056,511,378,145,124
BAG2,611,1790,3379,1041,662
AFF1,512,1805,3459,1040,798
-,892,1856,2395,884,843
PRRG3,1221,1917,3762,1834,1053
ZNF462,429,1315,2031,657,463
PNPLA6,881,1580,2958,918,963
UBA6,746,2546,2359,819,539
AP4E1,990,2313,2629,765,610
PHF14,734,1168,1655,541,377
GRPEL1,501,1126,2413,809,698
ETNK1,380,1877,1420,520,358
PRR13,533,1123,3050,1111,1012
CRYZ,301,1621,4247,961,700
FGL2,435,2161,2806,1137,386
DCAF5,653,1493,2741,882,671
MRPL36,1013,475,1037,359,481
POC1B,832,1823,2541,820,614
INSIG2,913,1846,2231,899,793
RNF216,653,1384,2422,839,724
MIGA1,671,1448,2171,662,451
SLC49A4,641,1672,3365,929,722
CUEDC2,986,1558,2841,991,721
SAMM50,722,2065,3055,1022,538
NFATC2,2070,1545,1734,708,632
ANP32A,1120,1210,1690,558,560
FAM104A,711,1442,2871,885,733
EDC3,591,1598,2220,659,574
CERT1,415,2312,3121,1084,808
LOC119870294,955,1668,2742,1189,811
DDX56,487,1701,2987,1263,1004
RHOT2,737,1444,2656,790,587
TSC22D2,759,1960,2811,1119,796
SHQ1,301,1717,3268,1018,791
TRIM14,565,2595,3150,928,374
NCAPG2,367,2623,3194,686,351
ADAMTS12,451,2579,3874,1006,905
DOCK6,1345,2436,2444,1145,852
LOC119877734,1274,806,2622,922,1075
DHX38,768,1227,2583,835,740
WBP4,336,1494,2261,700,633
NARF,760,1617,2115,1243,520
TBC1D22A,827,1798,2700,1202,964
STEAP3,782,1359,2254,942,407
MIF4GD,606,1521,3433,1197,908
STARD9,1055,2305,3377,1318,933
MOSPD2,560,1912,3911,946,681
ZNF362,1717,1906,2523,966,761
UROD,696,1816,2452,1112,974
RNF126,572,1649,2723,918,760
KANSL2,585,1584,2776,946,616
STK4,563,1990,2905,744,562
KHNYN,851,1572,2251,965,645
CPT2,620,1757,2756,1253,916
NFIL3,251,1775,2103,858,736
ARHGEF18,655,1783,3174,1149,774
ALYREF,980,1538,2074,715,519
HEATR3,454,2382,3451,1041,582
NCOA5,831,1682,2040,904,745
ERCC5,567,1627,2476,789,742
C10H12orf45,510,1721,2771,837,678
VDR,546,1556,1334,796,383
GNL2,807,2006,2388,883,614
NEDD1,783,2137,3284,927,705
PELP1,903,2395,2831,1139,791
NDRG3,1007,1564,2451,826,507
ZBTB7B,570,1711,2777,938,845
MAP3K3,1009,2146,2560,954,723
CTDSPL,641,1565,2828,1039,728
CUTA,715,1492,2244,773,639
GXYLT1,666,2039,2497,555,292
ATP13A3,367,1004,1273,355,271
GPD2,636,1732,2739,790,493
R3HDM1,510,1452,2168,709,399
SNCAIP,577,2349,3522,819,358
AVPI1,309,1827,3161,1527,898
MAPKAPK3,368,2391,3003,1191,964
FAM107B,834,2202,3115,1356,1197
LOC100688177,952,1773,1766,715,619
HIRA,748,1887,2680,896,804
ERAL1,758,1710,3058,935,856
CDC16,620,987,2409,682,453
LOC111093532,865,1760,2225,835,622
ATOX1,678,1914,2059,914,892
AKAP1,652,1923,2336,871,703
SLC12A2,700,2042,1506,796,314
SCOC,262,1502,1687,767,458
DIMT1,729,1989,2631,958,795
NASP,1143,1917,2212,549,442
PALM3,1066,1606,2939,966,750
POMK,411,1937,3094,1056,725
N4BP2,466,1854,1757,605,364
PUDP,576,1897,3477,1241,969
TMEM258,575,1170,1874,742,617
RFTN2,1207,1352,2579,1091,961
-,896,1821,2764,1085,741
AKT3,183,2036,2825,1106,832
UBE2E2,485,1633,3197,1341,1031
UBE2C,1157,1299,2161,445,314
PON2,1273,1429,2227,809,502
BTAF1,712,2104,2615,622,479
CCNA2,789,1569,2608,360,220
RNF38,412,1467,3203,1098,700
METTL6,922,1733,2702,857,611
ZEB2,756,2270,2408,804,526
BTBD7,650,1780,2497,900,620
PPIL1,939,1392,2255,683,535
CTR9,391,2033,2578,823,528
FTSJ3,639,2509,2362,752,538
ZNF644,913,1310,2373,731,535
UNC93B1,425,2005,3325,1042,699
-,571,874,1024,476,474
PSMD5,416,1981,2464,841,654
UBXN1,375,1532,2894,913,913
POLR2H,1531,1174,2235,786,602
SLC26A2,539,1024,1392,327,288
PHF13,491,1191,1518,676,690
ANAPC7,336,1378,2257,519,357
SLC25A12,514,1880,3122,1217,909
FBXO6,361,2153,3241,1331,1069
FAXDC2,580,1281,2701,1202,918
GLI3,320,1721,2650,972,697
IDE,558,2163,2395,928,579
PHACTR4,716,2257,3204,894,1024
NMI,573,1691,2841,1243,838
CCDC186,684,1592,2519,876,552
ADARB1,568,1603,2476,1227,1121
RHBDD2,1297,1107,2480,754,764
CACFD1,1093,2051,2187,1069,721
TSR3,810,1656,2816,873,627
PIGG,433,2505,2459,823,756
DTD1,1137,1176,2116,825,818
FABP5,440,1041,2200,416,140
COP1,682,1477,2026,976,677
ST6GAL1,526,1432,1850,407,331
CYP27A1,485,845,1759,777,538
KIF22,1262,1658,3181,443,390
ABHD5,665,1939,2887,1269,916
HMOX2,1065,1774,2190,1040,860
SPPL2B,808,1986,2808,885,1037
CDC42EP5,1037,1395,2385,1230,1016
SLC35A4,911,1773,2564,836,732
NDUFB5,1879,851,1581,471,505
SRPK1,484,1387,1752,781,426
TMEM11,439,1068,2344,831,665
NDRG1,1728,1259,2565,868,1119
NUDT16,519,1795,3355,1180,1358
SF3B5,864,1896,2148,735,574
GNPAT,543,2414,3192,1022,728
GGA3,482,2245,3638,801,585
DROSHA,1115,1907,2797,832,661
ZDHHC1,881,1344,2810,927,734
FAM53C,318,1263,2730,896,615
CTNNBL1,911,1604,1944,669,462
STX4,766,1984,2552,1020,992
CASP3,311,2202,3914,1006,609
LOXL4,342,985,3120,1480,1112
ATF2,749,1577,1896,920,714
GTF2A1,570,1905,1851,614,433
ZPR1,765,1791,2283,837,687
ETFDH,528,1698,2810,993,676
PIAS2,848,1874,2073,763,512
NANS,521,1810,2504,825,754
PPP2R3A,637,2629,2977,1030,870
KDM2B,512,1524,2240,606,628
WDR81,613,2226,2635,921,849
PC,345,2204,2299,1079,1171
STOML2,623,1570,2703,996,517
CYREN,413,1495,2630,1012,803
SLC35G1,656,1581,1560,619,453
INPP4A,750,1690,2648,974,697
MTFR1,381,1465,2632,901,584
CD55,843,2037,4098,1347,655
FAM98B,853,1944,2391,783,548
MTRR,649,1442,1927,692,485
TKTL1,1285,443,643,393,318
TRIM33,632,2036,2412,803,473
UCKL1,932,1675,2460,1061,919
GPR137,450,1811,2779,891,631
NEMF,603,1562,2298,762,475
TMEM168,728,1783,2630,838,663
TMEM70,507,2063,2362,822,731
MSR1,254,1548,3785,385,121
HMBS,671,1430,2843,750,646
MAGT1,409,2116,2497,867,570
NOP10,1109,1516,2585,868,778
MICU1,783,1663,2572,869,578
WNT5B,157,2894,2387,865,1192
CHD6,1144,1487,2144,691,573
CEBPZ,695,1513,1549,867,513
AAK1,583,2503,2463,725,480
BCL6,304,1666,3135,1088,999
DEXI,1204,1301,2487,973,771
ADD2,188,1245,3931,1673,1551
KNOP1,878,1821,1898,692,504
ZNF367,593,1714,2809,736,365
MTUS1,2257,808,1678,493,411
TMEM209,784,1448,2100,551,382
LIG1,769,1828,2061,663,378
INPP5A,807,1770,3040,1092,829
VPS16,848,1847,1881,886,782
LOC119873708,580,1871,2225,832,597
TXNL4B,474,1588,2286,776,702
LMF1,1442,1044,2483,676,695
THOC7,333,1211,1736,561,480
EVI5,922,1571,1838,606,544
FLAD1,863,1421,3412,999,751
EDEM2,742,1552,2535,840,725
TENM3,1895,1790,2806,971,920
PAK3,301,2385,2711,1133,888
PSMA1,578,1616,2553,772,511
RAP1GDS1,521,1835,2570,1200,1020
GTF2F2,357,907,2173,905,413
GNA11,761,1714,2601,1058,819
HDAC6,877,1637,2103,859,691
TCAF1,397,1835,2423,878,297
PRPF3,577,1280,1922,609,407
COMMD1,599,1657,2060,940,530
MAPKAP1,671,1567,2591,892,643
RRN3,618,1982,1901,882,510
STARD3,631,1224,2539,979,636
RRM2B,966,1347,1514,707,505
DPM1,619,1193,2314,674,425
PTGFR,1364,928,1803,796,489
TTL,537,1700,3068,806,574
CIB2,193,1850,2977,1262,723
RALGPS2,381,3231,2558,593,162
DPAGT1,797,1389,2323,836,496
ELOVL6,420,1600,2213,611,854
ARID2,694,2068,1866,694,519
LRRC75A,496,1424,2806,1202,735
THUMPD1,646,1487,2253,588,446
HOMER3,1218,1511,2622,990,727
GSKIP,383,1158,2364,556,336
TEX264,508,1747,2857,1140,851
GPT2,772,1356,1855,724,518
NLRX1,711,1607,2605,868,909
PMS1,548,1867,1566,874,552
TJP2,967,1625,1967,719,604
PPP5C,1445,1329,2620,787,634
ATM,671,1839,2834,972,399
POGLUT2,1224,1491,2185,998,695
PWWP2A,335,1465,2672,922,551
ZC3HAV1L,314,2001,2527,1061,681
SDE2,954,1562,2043,799,759
AIMP1,522,1831,2539,722,478
STYX,537,1348,1816,562,426
CPXM1,5390,189,305,282,40
PIP5K1C,917,1611,3051,1052,889
KAZALD1,1027,1262,1786,676,467
NDUFB4,505,1226,1633,695,500
TCHP,489,1963,2436,948,605
DENND6B,916,1670,2704,1098,903
CGNL1,1618,1960,2208,1375,688
BLOC1S4,531,1120,1657,756,654
ITPA,736,1401,1641,833,559
ZBED6,904,2561,2131,720,476
OXCT1,2787,1012,1212,505,391
LOC479902,899,1620,2850,726,544
UBE2W,597,1937,2664,866,723
GRK6,546,1202,2144,792,682
DERL2,547,1530,2451,725,585
NAGK,741,1846,2632,925,780
MTX2,601,1292,2464,515,580
DYNLT3,490,1839,3638,1321,708
ILKAP,567,1341,2222,897,667
MOB2,361,1711,3068,1203,1152
HCFC2,627,1816,3106,1016,649
LOC102151812,960,995,1965,771,754
ARFIP1,686,1847,2150,782,734
SLCO3A1,226,2507,3107,1354,1194
SKAP2,691,1486,1841,781,535
MRPL9,520,1277,2502,672,558
NCALD,733,1233,2222,924,857
MYBPH,538,3296,2655,932,33
TCF4,1219,2198,2852,774,720
RPRD1A,561,2291,2559,1020,706
ZGPAT,814,1340,2313,769,616
ZYG11B,770,1494,2275,1121,697
SPHK2,935,1921,2760,751,759
TBX18,301,1453,3180,1278,1466
NUP58,773,1731,2504,870,506
NCBP3,624,1907,2460,791,499
NMD3,1084,1897,1964,928,687
CEP120,447,1940,2225,851,573
SEM1,599,897,1147,511,259
ZNF865,761,1524,1930,820,478
LOC478670,564,2145,3260,938,738
KIFC3,1696,1337,2940,830,824
CRELD2,708,1873,2348,773,519
RAB32,558,1858,3411,1623,910
